statistic,statistic_label,year,residence_adjustment_items,unit,value
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2016,Total air emissions as reported to CLRTAP,Thousand Tonnes,71071.82535
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2017,Total air emissions by resident units,Thousand Tonnes,78418.5557
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2017,Air emissions by national residents abroad,Thousand Tonnes,16095.9132
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2017,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,8284.51485
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2017,Air emissions from land transport by residents abroad,Thousand Tonnes,473.1165
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2017,Air emissions from water transport by residents abroad,Thousand Tonnes,8047.9566
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2017,Air emissions from air transport by residents abroad,Thousand Tonnes,15622.7967
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2017,Air emissions by non-residents on the territory,Thousand Tonnes,825.3995
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2017,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,825.3995
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2017,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,412.69975
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2017,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,63148.042
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2017,Total air emissions as reported to CLRTAP,Thousand Tonnes,71533.8087
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2018,Total air emissions by resident units,Thousand Tonnes,79919.5754
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2018,Air emissions by national residents abroad,Thousand Tonnes,17358.5183
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2018,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,8887.0341
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2018,Air emissions from land transport by residents abroad,Thousand Tonnes,415.5499
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2018,Air emissions from water transport by residents abroad,Thousand Tonnes,8679.25915
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2018,Air emissions from air transport by residents abroad,Thousand Tonnes,16942.9684
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2018,Air emissions by non-residents on the territory,Thousand Tonnes,891.1826
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2018,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,891.1826
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2018,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,445.5913
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2018,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,63452.2397
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2018,Total air emissions as reported to CLRTAP,Thousand Tonnes,70607.9184
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2019,Total air emissions by resident units,Thousand Tonnes,77763.5971
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2019,Air emissions by national residents abroad,Thousand Tonnes,17970.2818
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2019,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,9214.3318
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2019,Air emissions from land transport by residents abroad,Thousand Tonnes,458.3818
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2019,Air emissions from water transport by residents abroad,Thousand Tonnes,8985.1409
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2019,Air emissions from air transport by residents abroad,Thousand Tonnes,17511.9
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2019,Air emissions by non-residents on the territory,Thousand Tonnes,1077.5564
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2019,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,1076.4394
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2019,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,538.7782
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2019,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,1.117
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2019,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,60870.8717
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2019,Total air emissions as reported to CLRTAP,Thousand Tonnes,62651.29845
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2020,Total air emissions by resident units,Thousand Tonnes,64431.7252
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2020,Air emissions by national residents abroad,Thousand Tonnes,6210.4162
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2020,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,3326.3912
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2020,Air emissions from land transport by residents abroad,Thousand Tonnes,442.3662
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2020,Air emissions from water transport by residents abroad,Thousand Tonnes,3105.2081
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2020,Air emissions from air transport by residents abroad,Thousand Tonnes,5768.05
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2020,Air emissions by non-residents on the territory,Thousand Tonnes,524.7004
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2020,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,523.5334
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2020,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,262.3502
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2020,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,1.167
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2020,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,58746.0094
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2020,Total air emissions as reported to CLRTAP,Thousand Tonnes,63018.8056
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2021,Total air emissions by resident units,Thousand Tonnes,67291.6018
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2021,Air emissions by national residents abroad,Thousand Tonnes,6404.8648
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2021,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,3415.8398
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2021,Air emissions from land transport by residents abroad,Thousand Tonnes,426.8148
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2021,Air emissions from water transport by residents abroad,Thousand Tonnes,3202.4324
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2021,Air emissions from air transport by residents abroad,Thousand Tonnes,5978.05
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2021,Air emissions by non-residents on the territory,Thousand Tonnes,868.3854
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2021,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,865.2894
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2021,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,434.1927
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2021,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,3.096
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2021,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,61755.1224
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2021,Total air emissions as reported to CLRTAP,Thousand Tonnes,67799.6119
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2022,Total air emissions by resident units,Thousand Tonnes,73844.1014
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2022,Air emissions by national residents abroad,Thousand Tonnes,14066.372
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2022,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,7237.822
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2022,Air emissions from land transport by residents abroad,Thousand Tonnes,409.272
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2022,Air emissions from water transport by residents abroad,Thousand Tonnes,7033.186
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2022,Air emissions from air transport by residents abroad,Thousand Tonnes,13657.1
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2022,Air emissions by non-residents on the territory,Thousand Tonnes,827.1574
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2022,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,821.5604
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2022,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,413.5787
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2022,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,5.597
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2022,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,60604.8867
EAA18C10,Total greenhouse gases in CO2 equivalent (GHG),2022,Total air emissions as reported to CLRTAP,Thousand Tonnes,60604.8867
